nm       Rad_ref     Rad_target  Reflectance
523.2    16899.07    14366.18    85.01
524.6    16958.15    14418.48    85.02
526.0    16841.70    14324.83    85.06
527.4    16821.34    14329.50    85.19
528.8    17123.92    14610.42    85.32
530.2    17483.39    14923.24    85.36
531.6    17524.80    14967.27    85.41
533.0    17439.12    14907.70    85.48
534.4    17430.17    14921.66    85.61
535.8    17359.29    14883.82    85.74
537.2    17147.13    14718.20    85.83
538.7    16797.90    14447.60    86.01
540.1    16509.73    14230.58    86.20
541.5    16400.97    14173.99    86.42
542.9    16556.89    14340.67    86.61
544.3    16709.44    14500.66    86.78
545.7    16796.07    14600.45    86.93
547.1    16819.53    14647.39    87.09
548.5    16933.06    14775.83    87.26
549.9    17042.47    14894.68    87.40
551.3    17082.45    14952.64    87.53
552.7    17215.80    15089.45    87.65
554.1    17286.26    15165.57    87.73
