nm       Rad_ref     Rad_target  Reflectance
605.3    14848.60    3881.17     26.14
606.7    14999.74    3891.37     25.94
608.0    15135.81    3890.57     25.70
609.4    15271.59    3887.47     25.46
610.8    15391.75    3878.57     25.20
612.1    15470.97    3854.93     24.92
613.5    15553.78    3832.67     24.64
614.9    15601.97    3799.55     24.35
616.2    15634.90    3766.28     24.09
617.6    15658.88    3730.87     23.83
619.0    15665.97    3694.95     23.59
620.3    15674.68    3665.73     23.39
621.7    15723.13    3654.38     23.24
623.0    15797.27    3650.39     23.11
624.4    15891.12    3660.30     23.03
625.8    15983.88    3671.40     22.97
627.1    16073.63    3691.34     22.97
628.5    16179.84    3717.12     22.97
629.8    16276.75    3745.29     23.01
631.2    16342.73    3764.76     23.04
632.6    16413.57    3772.27     22.98
633.9    16505.76    3773.28     22.86
635.3    16634.46    3767.95     22.65
636.6    16707.41    3732.60     22.34
638.0    16790.58    3679.95     21.92
639.3    16869.72    3616.84     21.44
640.7    16945.45    3542.00     20.90
642.0    17049.69    3458.75     20.29
643.4    17124.56    3357.06     19.60
644.8    17210.96    3262.68     18.96
646.1    17281.40    3171.44     18.35
647.5    17369.48    3090.24     17.79
648.8    17472.12    3017.02     17.27
650.2    17578.91    2950.18     16.78
651.5    17665.00    2889.08     16.35
652.8    17757.16    2843.70     16.01
654.2    17853.26    2803.52     15.70
655.5    17958.48    2766.36     15.40
656.9    18029.93    2716.71     15.07
658.2    18131.93    2659.99     14.67
659.6    18252.45    2585.38     14.16
660.9    18390.36    2517.01     13.69
662.3    18527.79    2439.74     13.17
663.6    18627.20    2348.37     12.61
664.9    18731.25    2259.97     12.07
666.3    18800.25    2174.38     11.57
667.6    18854.38    2092.80     11.10
669.0    18893.23    1989.18     10.53
670.3    18936.48    1904.01     10.05
671.6    18987.26    1846.45     9.72
673.0    19025.53    1810.26     9.51
674.3    19049.56    1792.46     9.41
675.6    19083.44    1786.46     9.36
677.0    19145.03    1798.50     9.39
678.3    19207.59    1822.87     9.49
679.6    19257.65    1868.46     9.70
681.0    19320.06    1942.28     10.05
682.3    19408.14    2061.41     10.62
683.6    19480.82    2228.39     11.44
685.0    19564.22    2461.64     12.58
686.3    19629.33    2760.78     14.06
687.6    19710.33    3136.42     15.91
689.0    19794.72    3585.12     18.11
690.3    19855.42    4087.42     20.59
691.6    19905.83    4634.59     23.28
692.9    19971.35    5212.40     26.10
694.2    20041.34    5800.03     28.94
695.6    20105.21    6386.90     31.77
696.9    20148.93    6949.41     34.49
698.2    20229.55    7509.22     37.12
699.5    20292.90    8036.75     39.60
700.9    20328.85    8528.44     41.95
702.2    20385.22    8994.67     44.12
703.5    20429.86    9430.01     46.16
704.8    20490.80    9844.55     48.04
706.1    20547.33    10232.83    49.80
707.5    20601.14    10597.44    51.44
708.8    20658.12    10946.04    52.99
710.1    20695.08    11269.44    54.45
711.4    20749.99    11585.62    55.83
712.7    20794.03    11884.83    57.16
714.0    20856.93    12185.67    58.43
715.3    20901.28    12464.12    59.63
716.7    20968.65    12748.30    60.80
